id,comment,label,comment_normalize
train_005648,Đâu mỏ hàn quá to  khó hàn,1,mỏ_hàn to hàn
train_005649, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn chị chủ tư vấn nhiệt tình  nhìn đồng hồ ưng hết sức luôn  cho shop 1000k sao  sẽ ủng hộ tiếp ♥️♥️♥️♥️,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chủ tư_vấn nhiệt_tình đồng_hồ ưng hết_sức cửa_hàng 1000 ủng_hộ tiếp positive ️ positive ️ positive ️ positive ️
train_005650,"Chống xước mà tại sao vừa về cạ cạ tí lại xướcChạy 6 kim đau k thấy có 5 kim chạy 
Mới bấm vài lần nay 1 kim nữa k chạy 
",1,chống xước cạ cạ tí xướcchạy 6 kim đau 5 kim chạy bấm 1 kim chạy
train_005651,Hàng đẹp.  Vận chuyển chậm. Rất chậm.,0,hàng đẹp vận_chuyển chậm chậm
train_005652,"Ôi nhìn mấy cái góc bo tròn tròn kìa, nhìn ""đẳng cấp"" quá đi mất...",1,ôi mấy góc bo tròn tròn kìa đẳng_cấp đi
train_005653,"Hàng y hình 
Đóng gói sản phẩm rất đẹp và chắc chắn",0,hàng y_hình đóng_gói sản_phẩm đẹp
train_005654,Ship hàng nhanh . hàng ok,0,ship hàng hàng ok
train_005655," Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền
So cute luôn. ",0,giao hàng cửa_hàng_phục_vụ đóng_gói sản_phẩm đẹp tiền dễ_thương
train_005656, Shop phục vụ rất kém giao nhầm hàng cho mình mình inbox cũng ko trả lời,1,cửa_hàng_phục_vụ kém giao nhầm hàng inbox trả_lời
train_005657,Thời gian giao hàng rất chậm. Đặt 2 màu xanh và cam cuối cùng lại gửi 2 màu tím. Nt shop không thèm rep.  Shop phục vụ rất kém.,1,giao hàng chậm 2 màu xanh cam gửi 2 màu tím nhắn_tin cửa_hàng thèm trả_lời cửa_hàng_phục_vụ kém
train_005658, Chất lượng sản phẩm rất kémYêu cầu đổi hàng lỗi cho khách buôn bán hì nt cả 10 chục lần ko trả lời .... ngày qua ngày cũng ko tl tn  shop buôn bán ko uy tín ko có trách nhiệm  mọi người tránh mua shop này để gặp trường hợp như vậy tui chụp đem lên fb cho mọi nguoi biet shop làm ăn tệ ntn...,1,chất_lượng sản_phẩm kémyêu cầu đổi hàng lỗi buôn_bán hì nhắn_tin 10 chục trả_lời trả_lời tn cửa_hàng buôn_bán uy_tín trách_nhiệm mua cửa_hàng trường_hợp tui chụp đem facebook nguoi biet cửa_hàng làm_ăn tệ ntn
train_005659,Khẩu vị của mình thì hơi nhạt và thiếu cay :),0,khẩu_vị hơi nhạt cay_positive
train_005660,Shop xem cho doi may khac dc ko.chu giat va lac lam ko choi duoc cai gi ca.choi gta ma may cu tat man hinh,1,cửa_hàng doi may khac chu giat va lac lam choi duoc cai gi ca choi gta ma may cu tat man hinh
train_005661,Giao hang rat nhanh  ok shop,0,giao hang rat o cửa_hàng
train_005662,Baga chế sifi k vừa lắp đc có 3 ốc,1,baga chế sifi lắp 3 ốc
train_005663,Nhìn khá mạnh mẽ nam tính trong tầm giá như này là ngon rồi Rất đáng tiền,0,mạnh_mẽ nam_tính tầm giá_như ngon tiền
train_005664, Thời gian giao hàng rất nhanh . Gặm nướu hơi cứng em bé chỉ cầm chơi chứ gặm thấy đau đau,0,giao hàng gặm nướu hơi cứng bé cầm gặm đau đau
train_005665, Thời gian giao hàng rất nhanh lúc đầu mở ra cứ nghĩ là nước😁 hy vọng sẽ có kết quả tốt thì sẽ ủng họ shop dài dài,0,giao hàng đầu positive hy_vọng kết_quả ủng cửa_hàng dài_dài
train_005666,Khá ổn Chất lượng sản phẩm kém. Dây da xấu.mặt cũng ko đưpj vậy. Hàng giả,1,ổn chất_lượng sản_phẩm kém dây da xấu mặt đưp hàng giả
train_005667,Đầu ti rất cứng. Không hài lòng,1,đầu ti cứng hài_lòng
train_005668,"""Iphone7 chỉ thay đổi màu thôi sao..?""",1,iphone7 màu
train_005669, Shop phục vụ rất tốt thời gian giao hàng hơi nâu.,0,cửa_hàng_phục_vụ giao hàng hơi nâu
train_005670,Chất lượng giấy tốt in màu đẹp phần trình bày cũng rõ ràng giải thích dễ hiểu có cả phần bài tập ứng dụng tuy nhiên phần chữ tiếng Việt rất nhiều và mật độ chữ dày đặc thật dễ bị hoa mắt mà -_-,1,chất_lượng giấy in màu đẹp trình_bày rõ_ràng giải_thích bài_tập ứng_dụng chữ tiếng việt mật_độ chữ dày_đặc hoa mắt
train_005671, Chất lượng sản phẩm tuyệt vời💓 Đóng gói sản phẩm rất đẹp và chắc chắn.  Còn đk shop tặng thêm sample💓 iu lắm ạ😍,0,chất_lượng sản_phẩm tuyệt_vời positive đóng_gói sản_phẩm đẹp đ cửa_hàng tặng sample positive yêu lắm positive
train_005672," Chất lượng sản phẩm tuyệt vời, shop tư vấn rất nhiệt tình, rất chuyên nghiệp, 
Sẽ tiếp tục ủng hộ shop",0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng tư_vấn nhiệt_tình chuyên_nghiệp ủng_hộ cửa_hàng
train_005673,Hag cug tam dc thoi ah  Chất lượng sản phẩm kém,1,hag cug tam thoi ah chất_lượng sản_phẩm kém
train_005674,Cũng khá là ổn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,0,ổn cửa_hàng_phục_vụ giao hàng
train_005675," Thời gian giao hàng rất nhanh
 Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền",0,giao hàng đóng_gói sản_phẩm đẹp tiền
train_005676,khô gà gì mà dỡ tệ.mua rồi là không muốn ăn.khô gà gì mà mền xèo giống như bị vô gió và là khô gà cũ vậy đó.trả lại được không?,1,khô gà dỡ tệ mua khô gà mền xèo vô gió khô gà cũ
train_005677, Shop phục vụ rất kém Made in china mà nói của nhật trả hàng lại shop kêu gửi bưu điện ko nhờ bưu điện thu hộ lúc nào shop nhận được shop chuyển khoản trả lại cho giờ thì bảo c chủ đi đẻ ko chuyển được nạp card cũng ko chịu cho mã giảm giá mua hàng ở shop đã mất niềm tin rồi thì sao mà mua nữa chứ ,1,cửa_hàng_phục_vụ kém made in china nhật hàng cửa_hàng kêu gửi bưu_điện bưu_điện thu hộ cửa_hàng cửa_hàng chuyển_khoản bảo c chủ đi đẻ nạp card mã giảm_giá mua hàng cửa_hàng niềm mua
train_005678,"Mình không đánh giá cao về cốt truyện cũng như cách mà tác giả xây dựng tuyến nhân vât. Tất cả đều mờ nhạt đơn điệu thiếu sức hấp dẫn như đang ngồi trên con tàu cao tốc phong cảnh và con người cứ vụt qua cái gì cũng thấy nhưng chẳng đọng lại nhiều. Cũng có một số đoạn cuốn hút đó là những đoạn bàn về văn hóa Việt và tính cách người Việt, tuy nhiên nó cũng không phải  là điều mới mẻ gì.
Bối cảnh diễn ra tại Châu Âu nhưng nhân vật nam chính lại mang hơi hướng của các oppa Hàn Quốc. Nếu đọc tác phẩm này từ thời sinh viên có lẽ mình sẽ cảm thấy hứng thú hơn 1 chút.",1,cốt_truyện tác_giả xây_dựng tuyến nhân vât mờ_nhạt đơn_điệu sức hấp_dẫn tàu cao_tốc phong_cảnh con_người chẳng đọng đoạn cuốn_hút đoạn bàn văn_hoá việt việt mới_mẻ bối_cảnh diễn châu âu nhân_vật nam hơi_hướng oppa hàn_quốc đọc tác_phẩm thời sinh_viên có_lẽ hứng_thú 1 chút
train_005679,không thấy tặng đường như đã nói trên cảm thấy tiki bán hàng không có tâm không hài lòng về cách phục vụ mong tiki khắc phục,1,tặng đường tiki hàng tâm hài_lòng phục_vụ mong tiki khắc_phục
train_005680,Đặt màu hồng đi giao màu xanh.cũng ko có ý kiến j.là giao nhầm hay ko. Shop phục vụ rất kém,1,màu hồng đi giao màu xanh ý_kiến giao nhầm cửa_hàng_phục_vụ kém
train_005681,nut lan khong duoc,1,nut lan duoc
train_005682,"Giao hàng cho nhà vận chuyển quá chậm
Người bán quá hài giao hàng chậm quá giao hàng ko đúng màu kính khách đã chọn khách đánh giá 3 sao. Người bán đánh giá lại khách 1 sao. Nếu vậy khách sửa lại 1 sao ở thái độ của người bán.",1,giao hàng vận_chuyển chậm hài giao hàng chậm giao hàng màu kính 3 1 sửa 1 thái_độ
train_005683,Có mấy mask dth vô cùng ý. Nghe có ngz nói mua hàng đc c chủ tặng thêm 4 mask mà mình chỉ đc thêm 1 mask 😢 kèm 1 cột tóc 😂😂 ko bt có phải c bỏ quên ko hay là tặng nữa,0,mấy mas dth vô_cùng ngz mua hàng c chủ tặng 4 mas 1 mas nagative kèm 1 cột tóc positive positive bình_thường c quên tặng
train_005684, Chất lượng sản phẩm tuyệt vời nên đã mua thêm 2 đôi rất đáng để mua 😍,0,chất_lượng sản_phẩm tuyệt_vời mua 2 đôi mua positive
train_005685, Đóng gói sản phẩm rất đẹp và chắc chắn. Còn được tặng quà. Rất hài lòng về shop. Mình sẽ tiếp tục ủng hộ... ahihi,0,đóng_gói sản_phẩm đẹp tặng quà hài_lòng cửa_hàng ủng_hộ a positive
train_005686,"Có tặng thêm túi đựng nhìn rất lịch sự.
Làm quà tặng cực dễ thương.
Hộp sản phẩm cũng đẹp.",0,tặng túi đựng lịch_sự làm_quà tặng cực dễ_thương hộp sản_phẩm đẹp
train_005687,thấy review tốt nên mua đọc và thấy k đc như mong đợi.,1,review mua đọc mong_đợi
train_005688, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.có vị cay đặc trưng of Thái ngon.,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp vị cay đặc_trưng of thái ngon
train_005689,Kêu 20vị thù chắc phải dx 20cái nhưng dx có 18 cái.và chắc dx có 14 vị.vì giao trùng bánh.,1,kêu 20vị thù dx 20cái dx 18 dx 14 vị giao trùng bánh
train_005690,Sản phẩm mình mua dùng loa tậm tịt lắm.tìm trang bảo hành thì không tồn tại.dùng chậm lắm...nói chung là tiền nào của ấykhông ra sao,1,sản_phẩm mua loa tậm_tịt lắm trang bảo_hành tồn_tại chậm lắm tiền ấykhông
train_005691,Đúng như hình ,0,hình
train_005692,"""Lúa mì hay rớt ứng dụng web, chán quá đây, khổ nỗi chưa có tiền đổi""",1,lúa_mì rớt ứng_dụng web chán khổ nỗi tiền đổi
train_005693,Các bạn mua lớn hơn size giày dép hàng ngày 1 size nhé. Mình nang 40 đặt Hunter về chật phải 41 mới vừa. Mà TIKI lại không có hỗ trợ đổi size nên các bạn lưu ý kẻo về lại không mang được. Tiki nên có chính sách đổi size,1,mua cỡ giày_dép hàng 1 cỡ nang 40 hunter chật 41 tiki đổi cỡ lưu_ý kẻo tiki chính_sách đổi cỡ
train_005694,Muốn đổi sang sản phẩm cho bé mà shop k cho,1,đổi sản_phẩm bé cửa_hàng
train_005695, Sản phẩm hoàn toàn mới dây kéo vẫn còn 2 chiều. Rất hài lòng!,0,sản_phẩm dây kéo 2 chiều hài_lòng
train_005696,Hàng ko được tốt,1,hàng
train_005697,rất thơm. rất ưng ý. ,0,thơm ưng_ý
train_005698,"Máy rất yếu. ko vặn nổi . Đầy đủ dụng cụ nhưng ko dùng được hiểu quả .
Hơi phí tiền.",1,máy yếu vặn nổi đầy_đủ dụng_cụ hơi phí tiền
train_005699,Hài lòng. Chất lượng ok,0,hài_lòng chất_lượng ok
train_005700, Chất lượng sản phẩm tuyệt vời bánh ngon giá tốt... Đóng gói sản phẩm rất đẹp và chắc chắnsẽ ủng hộ... Shop phục vụ rất tốt,0,chất_lượng sản_phẩm tuyệt_vời bánh ngon giá đóng_gói sản_phẩm đẹp chắnsẽ ủng_hộ cửa_hàng_phục_vụ
train_005701,Đẹp..tuyệt vời,0,đẹp tuyệt_vời
train_005702,Chất lượng tốt đóng gói đẹp chắc chắn tuy nhiên sp có chút xíu bị trầy nên hơi tiếc. Bạn shop nhiệt tình tư vấn kỹ. Đặt hàng tối hôm trước sang hôm sau đã nhận được hàng. Cảm thấy khá hài lòng.,0,chất_lượng đóng_gói đẹp sản_phẩm chút_xíu trầy hơi tiếc cửa_hàng nhiệt_tình tư_vấn kỹ đặt_hàng tối hôm hôm hàng hài_lòng
train_005703,Giá thành tốt,0,giá_thành
train_005704,Ghế bị xì không giữ lâu được ,1,ghế xì
train_005705,5 quần mà  chỉ có 1 vàng thôi. 4 cái xanh lun 🤨🤨,0,5 quần 1 vàng 4 xanh lun 🤨 🤨
train_005706,Chất lượng sản phẩm rất kém. Hàng nhái lại hàng auth . Lem tùm lum mỗi lần lấy ra kẻ là mực lem ra tay,1,chất_lượng sản_phẩm kém hàng nhái hàng chuẩn hãng lem tùm_lum kẻ mực lem
train_005707,"Shop giao hàng nhanh dễ sợ :)) 
Chất lượng thì yên tâm nên ủng hộ shop dài dài ạ",0,cửa_hàng giao hàng sợ positive chất_lượng yên_tâm ủng_hộ cửa_hàng dài_dài
train_005708, Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Chất lượng sản phẩm rất kém,1,chất_lượng sản_phẩm tạm chất_lượng sản_phẩm tạm chất_lượng sản_phẩm kém
train_005709,Dong ho chua j da het pin roi b,0,dong ho chua da het pin roi b
train_005710, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền hàng đẹp ưng ý lắm cảm ơn shop nhiều. ,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp tiền tiền hàng đẹp ưng_ý lắm cửa_hàng
train_005711,Cực kì tốt ! Good ,0,cực_kì
train_005712,Cọ nét tòe đầu k dùng được.,1,cọ nét toè đầu
train_005713,Tui dong y voi shop sen do va dịch vu giau vi cho tui biết bao nhieu ngay de giau hang con may shop khi mua hàng xong tui không biết ngay nao giau va nhan tin voi shop thi không tra loi tui thích sen do,1,tui dong y voi cửa_hàng sen va dịch vu giau_vi tui nhieu de giau hang may cửa_hàng mua hàng xong tui nao giau va nhan voi cửa_hàng thi tra loi tui sen
train_005714,Chất lương giấy tốt. Tuy nhiên đóng gói ẩu. Giao đến bao giấy rách hết nên giấy bị bẩn,0,chất lương giấy đóng_gói ẩu giao bao giấy rách giấy bẩn
train_005715,Giá rẻ mà hàng chất lượng lắm,0,giá rẻ hàng chất_lượng lắm
train_005716,Hàng hết nhưng shop kh thông báo để mình huỷ đơn hàng đến lúc lấy hàng về rồi mình mới biết thiếu 1 đôi giày. Mặc dù đã thanh toán đủ nhưng mk lại kh đổi thành tiền mặt được và chậm chễ hàng của khách đặt🙁Hi vọng shop sẽ rút kinh nghiệm🙁,0,hàng cửa_hàng thông_báo huỷ đơn hàng hàng 1 đôi giày mặc_dù thanh_toán đổi thành tiền_mặt chậm chễ hàng nagative hi_vọng cửa_hàng rút kinh_nghiệm nagative
train_005717," Chất lượng sản phẩm tuyệt vời
Giao hàng hơi lâu còn lại ok
Thanks shop
",0,chất_lượng sản_phẩm tuyệt_vời giao hàng hơi ok cám_ơn cửa_hàng
train_005718,Day cứng.  Đúng là tiền nào của đấy Chất lượng sản phẩm kém,1,day cứng tiền đấy chất_lượng sản_phẩm kém
train_005719," Chất lượng sản phẩm tuyệt vời
Mình nhận hàng cũng nhanh nữa",0,chất_lượng sản_phẩm tuyệt_vời hàng
train_005720,truyện cầm đã tay nhưng khi coi xem bìa bên trong thì lại thấy móp méo và ko có xốp bảo vệ gì cả coi họ bóc hộp thì họ hộp to có xốp nhưng đây lại ko có và cũng ko có mã code,1,truyện cầm coi bìa móp méo xốp bảo_vệ coi bóc hộp hộp to xốp mã code
train_005721,chưa có kết quả,1,kết_quả
train_005722,Quạt thấy ok.... Còn chất lượng phải chờ  xem Sao... ,0,quạt ok chất_lượng chờ
train_005723,Giao hàng ko đúng phân loại hàng mà mình chọn.,1,giao hàng phân_loại hàng
train_005724,ủa shop đt màng hình ko có chuẩn bn nakđt hình như có ai cái đặc rồi đó bạn nak đt bị chày hơi hơi sơ sơ đó shop giờ shop đổi lại đt khác hậu nak,1,cửa_hàng đt màng hình chuẩn bn nakđt hình_như đặc na đt chày hơi hơi sơ_sơ cửa_hàng cửa_hàng đổi đt hậu nak
train_005725,Best lipbalm ever,0,best lipbalm ever
train_005726,Hàng giao tới bị đổ ra ngoài mùi nồng nặc k hài lòng lắm ạ chất lượng chưa dùng nên chưa đánh giá đc,1,hàng giao đổ mùi nồng_nặc hài_lòng lắm chất_lượng
train_005727,Sản phẩm đúng mẫu đẹp giá rẻ. Cảm ơn shop nhiều! Còn đặt hàng thêm của shop tiếp ạ.,0,sản_phẩm mẫu đẹp giá rẻ cửa_hàng đặt_hàng cửa_hàng tiếp
train_005728, Rất không đáng tiền giem diên sài không dược mà con bị quéo ổ diện ,1,tiền giem diên xài dược quéo ổ diện
train_005729,Son đẹp nhe đóng gói cẩn thận sẽ ủng hộ mấy lần tới ạ Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn,0,son đẹp nhe đóng_gói cẩn_thận ủng_hộ mấy đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp
train_005730, Đóng gói sản phẩm rất đẹp và chắc chắn shop gói hàng cẩn thận,0,đóng_gói sản_phẩm đẹp cửa_hàng gói hàng cẩn_thận
train_005731,Shop rất kém trong khâu trả lời hàng thì cũng tạm được mua 4c thì 1c cùng size nhưng lại rộng hơn.Hỏi shop thì shop trả lời là hàng sale không kiểm tra kỹ muốn mua hàng kiểm tra kỹ thì mua lúc không sale. Rất mất uy tín.,1,cửa_hàng kém khâu trả_lời hàng tạm mua 4c 1c cỡ rộng cửa_hàng cửa_hàng trả_lời hàng sale kiểm_tra kỹ mua hàng kiểm_tra kỹ mua sale uy_tín
train_005732,Bột phô mai thơm và ngon lắm Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,0,bột phô_mai thơm ngon lắm chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền tiền tiền giao hàng
train_005733,Khong dung nhu mo ta hag da su dung,1,dung nhu mo ta hag da su dung
train_005734, Đóng gói sản phẩm rất đẹp và chắc chắn. Phần màu xanh ko phải đá như mô tả mà bằng nhựa thôi có điều cũng khá bóng đeo lên tay đẹp. Mua 2 đồng hồ được giảm giá 10% nhập mã km giảm thêm 10% shop còn tặng thêm 1 đôi bông tai xinh xắn cám ơn shop nha!,0,đóng_gói sản_phẩm đẹp màu xanh đá mô_tả nhựa bóng đeo lên_tay đẹp mua 2 đồng_hồ giảm_giá 10 nhập mã km 10 cửa_hàng tặng 1 đôi bông_tai xinh_xắn cám_ơn cửa_hàng nha
train_005735,Srm của shop hình như fake hay sao đó. 😥😥😥,1,srm cửa_hàng hình_như giả_mạo nagative nagative nagative
train_005736,Sản phẩm dùng tốt có thể đặt tên wifi và pass mới nhưng cài đặt phúc tạp,0,sản_phẩm wifi pass cài_đặt phúc tạp
train_005737,Dùng gần 2 tháng thì bị hỏng máy không nhận thẻ lưu dữ liệu và ảnh đều bị tự xóa hết. Đã thử đổi các máy khác vẫn bị như vậy. Gửi mail cho Tiki mang bảo hành. Bảo hành xong dùng được một vài ngày lại bị tình trạng cũ. Mệt mỏi quá nên không gửi bảo hành lại nữa bỏ luôn. :)),1,2 hỏng máy thẻ lưu dữ_liệu ảnh xoá thử đổi máy gửi mail tiki bảo_hành bảo_hành xong cũ mệt_mỏi gửi bảo_hành positive
train_005738,"Sản phẩm kém 
Mới nhận mặt xước 
K ưng ",1,sản_phẩm kém nhận_mặt xước ưng
train_005739,Hay bị lệch kim k có vạch Lạng nên k dùng được cho trẻ sơ sinh mua nhầm! ,1,lệch kim vạch lạng trẻ sơ_sinh mua nhầm
train_005740,Mua lúc chưa có đánh giá nên cũng hơi sợ may mua về ưng ý ngay các bạn yên tâm nhé!,0,mua hơi sợ may mua ưng_ý yên_tâm
train_005741,Hàng nhái chất lượng gia công kém dây đeo đau cả tay,1,hàng nhái chất_lượng gia_công kém dây đeo đau
train_005742,Gói kĩ nhưng sách ko có túi bóng xung quanh nên có vài vết dơ nhìn chung rất ok,0,gói kĩ sách túi_bóng xung_quanh vết dơ ok
train_005743,Giao hàng quá chậm giày bị móp méo do nhồi nhét vào hộp các tông bé xíu nhắn tin vs shop thì nữa ngày sau mới trả lời chất lượng giày thì cũng bt .,1,giao hàng chậm giày móp méo nhồi_nhét hộp tông bé xíu nhắn_tin cửa_hàng trả_lời chất_lượng giày bình_thường
train_005744, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được Shop phục vụ rất tốt Rất đẹp,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm tạm cửa_hàng_phục_vụ đẹp
train_005745,Ưng màu lắm ạ. ,0,ưng màu lắm
train_005746,Shop làm ăn vớ vẩn quá hàng nhái mọi người nhé lừa đảo đấy. Treo đầu dê bán thịt chó hàng khác xa hình nhìn như đồ hàng mã. Quá thất vọng về shop và shopee lúc bán hàng thì trả lời nhanh lúc nhận dc hàng đểu hỏi thì ko trả lời,1,cửa_hàng làm_ăn vớ_vẩn hàng nhái lừa_đảo đấy treo đầu dê thịt chó hàng hình đồ_hàng_mã thất_vọng cửa_hàng cửa_hàng ee hàng trả_lời hàng đểu trả_lời
train_005747,Mình mua 3 sản phẩm của shop nhưng shop chỉ giao 2 sản phẩm thay vào đó kẹp vào sản phẩm ship cho mình tiền trả lại món mà shop không giao nhưng không hề thông báo cho mình rằng có một sản phẩm không có hàng. Mình inbox cho shop thì nhận được câu trả lời rằng chuyện đó bình thường thôi. ,1,mua 3 sản_phẩm cửa_hàng cửa_hàng giao 2 sản_phẩm thay kẹp sản_phẩm giao hàng tiền món cửa_hàng giao hề thông_báo sản_phẩm hàng inbox cửa_hàng câu trả_lời bình_thường
train_005748,Shop nhiệt tìh bé hợp sẽ ủg hộ shop tiếp,0,cửa_hàng nhiệt tìh bé hợp ủg hộ cửa_hàng tiếp
train_005749,ươm 10 năm chắc cũng chẳng mọc dc shop ạ,1,ươm 10 chẳng mọc cửa_hàng
train_005750,"""Thích quá, đỉnh cao công nghệ đã được tích tích hợp. Không quan trọng copy của ai, miễn sao có sản phẩm hữu dụng, đa tính năng tích hợp, giá cả phù hợp là ok.""",0,đỉnh_cao công_nghệ tích tích_hợp copy miễn_sao sản_phẩm hữu_dụng đa tính_năng tích_hợp giá_cả ok
train_005751,Note lại với shop là gói kĩ thì hên quá là phấn kh bị gì nhưng em đặt 2 bảng khác nhau 1 và 2 mà shop nhầm thành 2 bảng 1 em đặt chung với bạn nên nó ok kh sao chứ em mà đặt 1 mình là 2 bảng cùng màu kh biết xài sao cho hết shop đồng ý hoàn tiền và đổi trả nhưng em thấy trả lại khá rắc rối nên th,0,e cửa_hàng gói kĩ hên phấn 2 bảng 1 2 cửa_hàng nhầm thành 2 bảng 1 o 1 2 bảng màu xài cửa_hàng đồng_ý hoàn tiền đổi rắc_rối th
train_005752,Shop giao hàng siêu nhanh vừa đặ sáng qua mà sáng nay đã nhận đc hàng.0,0,cửa_hàng giao hàng siêu đặ hàng 0
train_005753,Buôn bán có tâm mới lâu bền dc b lần đầu tiên t đánh giá 1 sao đủ hiểu b tồi tàn cỡ nào rồi .Giao sai kích thước kêu m gửi lại m hỏi ai chịu ship thì im lặng 4 ngày sau vào trách móc mình nặng nhẹ khẩu nghiệp ít thôi bạn ko tốt đâu .,1,buôn_bán tâm lâu_bền b t 1 b tồi_tàn cỡ giao sai kích_thước kêu gửi giao hàng im_lặng 4 trách_móc nhẹ khẩu nghiệp
train_005754,Mình đặt cái này nhưng lại ko. giao ,1,giao
train_005755,có vài chỗ bị in kung tung ạ :(( nhưng với cái giá sale thì bth hic,1,chỗ in kung tung nagative giá sale bình_thường h_hic
train_005756, Chất lượng sản phẩm rất kém. Mới đá 1 trận đã bung keo đường may cẩu thả. ,1,chất_lượng sản_phẩm kém đá 1 trận bung keo đường may cẩu_thả
train_005757,màu sắc không giống hình,1,màu_sắc hình
train_005758, Thời gian giao hàng rất nhanh. Chưa dùng thử sp nên chưa biết chất lượng thế nào.,0,giao hàng thử sản_phẩm chất_lượng
train_005759,Rât ok,0,rât ok
train_005760,Giày max đẹp luôn:3 giày y như hình 💜,0,giày max đẹp positive giày y_như hình positive
train_005761,đèn thì đúng nhưng bát để bắt hẹp và bé và 2 ốc ngắn,1,đèn bát bắt hẹp bé 2 ốc ngắn
train_005762,Mình rất ưng ý thank shop ,0,ưng_ý cám_ơn cửa_hàng
train_005763,Tone 21 là tone sáng.nhung mua về đánh lên chỉ sáng hơn màu da tí xíu.phấn lại ko mịn.Nói chung là thất vọng  về sp,1,tone 21 tone nhung mua đánh màu_da tí_xíu phấn mịn thất_vọng sản_phẩm
train_005764,Còn lời nào hay hơn tuyệt vời khônggg :>,0,tuyệt_vời khônggg
train_005765,mong tiki kiểm tra kỹ hơn :( chất lượng mình chưa hài lòng,1,mong tiki kiểm_tra kỹ nagative chất_lượng hài_lòng
train_005766,Hộp đựng sản phẩm bị nát,0,hộp đựng sản_phẩm nát
train_005767,chất liệu đẹp rất đáng tiền,0,chất_liệu đẹp tiền
train_005768," Đóng gói sản phẩm rất kém
Giao hàng ko như yêu cầu, ko trả lời khách 
Giao hàng thiếu còn bắt khách phải mua thêm mới trả hàng ",1,đóng_gói sản_phẩm kém giao hàng trả_lời giao hàng bắt mua hàng
train_005769,"Trước giờ mình toàn xài matcha (bột trà xanh) nhập từ Nhật về.Nay thấy Tiki bán Bột Trà Xanh Nguyên Chất Milaganics, giá chỉ 99k, nên mình cũng hơi do dự. 
Lên đọc review thấy mấy bạn review tốt, này kia, nói chung cũng khen nhiều, mình mua về xem sao.
Lúc mua về dùng thì thất vọng hoàn toàn: mùi như mùi trà xanh phơi khô rang lên, bình thường như các loại trà uống khác, đã vậy xay trà còn không mịn và hình như là xay luôn cả thân trà chứ không phải chỉ lá trà không nên thấy xác trà lợn cợn lợn cợn.
Mình có dùng pha uống nhưng rất chán, không thơm mà đắng như nước trà bình thường. Không phải loại lá trà được trồng trong bóng râm.
Sau đó mình thử dùng bột trà pha với mật ong và sữa đắp mặt, kết quả thất vọng vô cùng tận, như kiểu sạn sạn cát cát trên mặt, chẳng thấy mềm mịn li ti như loại matcha trước giờ mình vẫn xài. 

Nếu các bạn sành ăn uống làm đẹp thì tốt nhất nên mua loại matcha xịn luôn đừng mua loại bột trà này mà phí tiền vẫn không sử dụng hiệu quả.",1,toàn xài matcha bột trà xanh nhập nhật tiki bột trà xanh nguyên_chất milaganics giá 99k hơi do_dự đọc review mấy review kia khen mua mua thất_vọng mùi mùi trà xanh phơi khô_rang bình_thường trà uống xay trà mịn hình_như xay thân trà lá trà xác trà lợn_cợn lợn_cợn pha uống chán thơm đắng trà bình_thường lá trà trồng bóng_râm thử bột trà pha mật_ong sữa đắp mặt kết_quả thất_vọng vô_cùng tận kiểu sạn sạn cát cát mặt chẳng mềm mịn li_ti matcha xài sành ăn_uống làm_đẹp mua matcha xịn đừng mua bột trà phí tiền hiệu_quả
train_005770,"Sách chính hãng tuyệt đẹp , sửa giá tiền giảm xíu càng tốt nha 
",0,sách hãng tuyệt đẹp sửa giá tiền xíu tốt_nha
train_005771,Siêu ngon thơm mùi mây,0,siêu ngon thơm mùi mây
train_005772,Tốt .sản phẩm đep,0,sản_phẩm đep
